Level,FieldOfStudyId,ChangeFrac,NormalizedName,PID
5.0,2779163756.0,0.5,lipid storage disorder,544343
0.0,185592680.0,0.1279279279279279,chemistry,377076
1.0,12554922.0,0.22000000000000003,biophysics,377076
2.0,84416704.0,0.16266719118804093,adhesion,377076
3.0,85789140.0,0.13953488372093023,cell adhesion,377076
4.0,107459253.0,0.1875,induced pluripotent stem cell,377076
5.0,23416140.0,0.2,kosr,377076
0.0,17744445.0,0.0,political science,473547
1.0,1276947.0,0.0,astronomy,473547
2.0,59427239.0,0.0,natural gas,473547
3.0,166047926.0,0.0,intelligence quotient,473547
0.0,41008148.0,0.06818181818181818,computer science,628841
1.0,59822182.0,0.19487179487179485,botany,628841
2.0,104317684.0,0.2159090909090909,gene,628841
3.0,189014844.0,0.0707070707070707,cell type,628841
4.0,13512557.0,0.11538461538461539,sepal,628841
5.0,2778456059.0,0.16666666666666666,agamous,628841
0.0,185592680.0,0.45454545454545453,chemistry,717700
1.0,159985019.0,0.3870967741935484,composite material,717700
2.0,2777557983.0,0.1875,lamination,717700
3.0,108657112.0,0.2222222222222222,foreign body giant cell,717700
4.0,2909279344.0,0.3333333333333333,macrophage fusion,717700
5.0,164144092.0,1.0,vitronectin,717700
0.0,15744967.0,0.34402852049910876,psychology,670608
1.0,138496976.0,0.1523809523809524,developmental psychology,670608
2.0,121608353.0,0.06666666666666667,cancer,670608
3.0,185618831.0,0.12727272727272726,health promotion,670608
4.0,137992405.0,0.3333333333333333,health administration,670608
5.0,2778091340.0,1.0,quality of life research,670608
0.0,185592680.0,0.10789049919484706,chemistry,147331
1.0,43617362.0,0.1282051282051282,chromatography,147331
2.0,89836073.0,0.06741573033707865,electrical conduit,147331
3.0,172120300.0,0.14583333333333334,volumetric flow rate,147331
4.0,2994139417.0,0.23076923076923078,fluidic channel,147331
5.0,71717297.0,1.0,primary flow element,147331
0.0,192562407.0,0.18181818181818182,materials science,425300
1.0,2989005.0,0.15789473684210525,nuclear medicine,425300
2.0,104293457.0,0.10526315789473684,imaging phantom,425300
3.0,2780092901.0,0.15789473684210525,correlation coefficient,425300
4.0,2777693668.0,0.3333333333333333,deblurring,425300
5.0,20694158.0,0.5,temporal anti aliasing,425300
0.0,127413603.0,0.047619047619047616,engineering,143725
1.0,171250308.0,0.1137873754152824,nanotechnology,143725
2.0,160633673.0,0.09210526315789473,pixel,143725
3.0,87359718.0,0.0772323672306919,thin film transistor,143725
4.0,70201059.0,0.15,active matrix,143725
5.0,99903730.0,1.0,organic field effect transistor,143725
0.0,121332964.0,0.30446030330062446,physics,188374
1.0,120665830.0,0.0787798408488064,optics,188374
2.0,75302062.0,0.10024524831391785,photonic crystal,188374
3.0,2778965693.0,0.07006369426751592,optomechanics,188374
4.0,58102789.0,0.07953964194373402,optical transistor,188374
5.0,148582644.0,0.3834154351395731,microstructured optical fiber,188374
0.0,86803240.0,0.040000000000000036,biology,160184
1.0,95444343.0,0.15085817524841913,cell biology,160184
2.0,62478195.0,0.1111111111111111,signal transduction,160184
3.0,83640560.0,0.1291866028708134,chromatin,160184
4.0,167227067.0,0.11320754716981132,chromatin remodeling,160184
5.0,2777595374.0,0.15277777777777776,sirt6,160184
0.0,86803240.0,0.508058608058608,biology,156087
1.0,120665830.0,0.31649048625792814,optics,156087
2.0,67649825.0,0.125,microscope,156087
3.0,35138650.0,0.12,x ray microscope,156087
4.0,2781127894.0,0.14285714285714285,national synchrotron light source,156087
5.0,2910875562.0,0.25,influenza c virus,156087
0.0,185592680.0,0.3642987249544626,chemistry,159018
1.0,71240020.0,0.21984805318138653,stereochemistry,159018
2.0,94412978.0,0.071285140562249,hydrolysis,159018
3.0,178907741.0,0.04889941487879632,nucleophile,159018
4.0,2909114263.0,0.2222222222222222,streptomyces plicatus,159018
5.0,2910228798.0,0.4,allosamizoline,159018
0.0,192562407.0,0.2142857142857143,materials science,148639
1.0,49040817.0,0.2873737373737374,optoelectronics,148639
2.0,179428855.0,0.06611570247933884,microscale chemistry,148639
3.0,42338107.0,0.10606060606060606,substrate,148639
4.0,2781196758.0,0.6013986013986014,stretchable electronics,148639
5.0,152909973.0,0.6666666666666666,time dependent gate oxide breakdown,148639
0.0,185592680.0,0.4,chemistry,154176
1.0,95444343.0,0.4,cell biology,154176
2.0,118131993.0,0.25,transforming growth factor,154176
3.0,137620995.0,0.5,wnt signaling pathway,154176
4.0,170320316.0,0.3333333333333333,lrp6,154176
5.0,43759708.0,1.0,dna fragmentation,154176
0.0,41008148.0,0.16666666666666666,computer science,33509
1.0,180747234.0,0.2833333333333333,cognitive psychology,33509
2.0,100660578.0,0.1394335511982571,recall,33509
3.0,88576662.0,0.17647058823529413,episodic memory,33509
4.0,112049663.0,0.25,explicit memory,33509
5.0,59612404.0,0.5,eyewitness memory,33509
0.0,33923547.0,0.3333333333333333,mathematics,172240
1.0,49774154.0,0.3548387096774194,multimedia,172240
2.0,155512373.0,0.125,residual,172240
3.0,156872377.0,0.34375,matching pursuit,172240
4.0,116709606.0,0.2,algorithmic efficiency,172240
5.0,130811719.0,1.0,shannon fano coding,172240
0.0,86803240.0,0.2781609195402299,biology,738616
1.0,502942594.0,0.20175438596491227,cancer research,738616
2.0,104317684.0,0.14740740740740738,gene,738616
3.0,190789776.0,0.09302325581395349,genetic marker,738616
4.0,37307934.0,0.09615384615384616,pdgfra,738616
5.0,2910900683.0,0.10810810810810811,actin cytoskeleton organization,738616
0.0,86803240.0,0.03488372093023251,biology,668114
1.0,59822182.0,0.07519600855310049,botany,668114
2.0,2522874641.0,0.088107202680067,virus,668114
3.0,2778410202.0,0.10526315789473684,xylella fastidiosa,668114
4.0,204241405.0,0.09154929577464789,transformation,668114
5.0,2779553184.0,0.11363636363636365,tospovirus,668114
0.0,41008148.0,0.12087912087912088,computer science,188303
1.0,120665830.0,0.2916145181476846,optics,188303
2.0,200687136.0,0.10106470106470107,waveguide,188303
3.0,126753812.0,0.35515695067264574,diffraction grating,188303
4.0,43089934.0,0.3070175438596491,guided mode resonance,188303
5.0,52242126.0,0.5,electromagnetically induced grating,188303
0.0,71924100.0,0.24285714285714283,medicine,445394
1.0,54355233.0,0.15789473684210525,genetics,445394
2.0,28859421.0,0.13636363636363635,mitochondrion,445394
3.0,24586158.0,0.08333333333333333,mitochondrial dna,445394
4.0,16318435.0,0.12,mutagenesis,445394
5.0,192245184.0,0.5,upstream activating sequence,445394
0.0,86803240.0,0.5238095238095237,biology,225398
1.0,54355233.0,0.38461538461538464,genetics,225398
2.0,2776694085.0,0.10810810810810811,chemotherapy,225398
3.0,54458228.0,0.2631578947368421,rna splicing,225398
4.0,165864922.0,0.18181818181818182,regulation of gene expression,225398
5.0,2779501447.0,0.4,mast cell leukemia,225398
0.0,192562407.0,0.13,materials science,297522
1.0,171250308.0,0.10606060606060608,nanotechnology,297522
2.0,40250595.0,0.0625,electrophoresis,297522
3.0,63662833.0,0.08602150537634409,microchannel,297522
4.0,72918618.0,0.1,niosome,297522
5.0,2778120352.0,0.4,nanoparticle tracking analysis,297522
0.0,185592680.0,0.16666666666666666,chemistry,136713
1.0,153911025.0,0.2638888888888889,molecular biology,136713
2.0,3675279.0,0.42857142857142855,protein biosynthesis,136713
3.0,105580179.0,0.25213675213675213,messenger rna,136713
4.0,165864922.0,0.09885057471264368,regulation of gene expression,136713
5.0,2778890973.0,0.13333333333333333,smaug,136713
0.0,185592680.0,0.1428571428571429,chemistry,150567
1.0,178790620.0,0.8,organic chemistry,150567
2.0,2776513503.0,1.0,sesamin,150567
3.0,2779664164.0,0.5558035714285714,cycloaddition,150567
4.0,156719811.0,0.44,reverse transcriptase,150567
5.0,69766542.0,0.26666666666666666,rnase h,150567
0.0,127413603.0,0.5666666666666667,engineering,438750
1.0,78519656.0,0.25,mechanical engineering,438750
2.0,10899652.0,0.07142857142857142,convection,438750
3.0,29700514.0,0.10989010989010989,heat transfer coefficient,438750
4.0,120498355.0,0.2,19 inch rack,438750
5.0,130230704.0,0.3333333333333333,nusselt number,438750
0.0,185592680.0,0.23588342440801457,chemistry,68491
1.0,41999313.0,0.0907584683357879,molecular physics,68491
2.0,57401468.0,0.04443906616524556,crystal,68491
3.0,78854221.0,0.06478195488721804,nonlinear optics,68491
4.0,2909200688.0,0.3,second harmonic generation microscopy,68491
5.0,43826995.0,0.3333333333333333,atomic force acoustic microscopy,68491
0.0,86803240.0,0.07954545454545454,biology,205056
1.0,126255220.0,0.09239807726544419,mathematical optimization,205056
2.0,163175372.0,0.03914438502673797,linear model,205056
3.0,65778772.0,0.09713999833236055,asymptotic distribution,205056
4.0,196842392.0,0.15,local asymptotic normality,205056
5.0,162948026.0,1.0,linear predictor function,205056
0.0,86803240.0,0.8035714285714286,biology,4512
1.0,169760540.0,0.7558823529411766,neuroscience,4512
2.0,2781161787.0,0.222828062522719,hippocampus,4512
3.0,2778423431.0,0.15,nerve growth factor,4512
4.0,2778733324.0,0.21212121212121213,posterior cingulate,4512
5.0,35605836.0,0.6666666666666666,linkage disequilibrium,4512
0.0,33923547.0,0.2246376811594203,mathematics,630778
1.0,178980831.0,0.05943863511282335,pattern recognition,630778
2.0,31487907.0,0.075,polygon mesh,630778
3.0,194401833.0,0.13636363636363635,triangle mesh,630778
4.0,64185310.0,0.14285714285714285,rate distortion theory,630778
5.0,113174904.0,0.5,global motion compensation,630778
0.0,192562407.0,0.22857142857142854,materials science,299907
1.0,8010536.0,0.13449848024316108,crystallography,299907
2.0,2779698641.0,0.05405405405405406,graphite,299907
3.0,2781442258.0,0.10476190476190478,ab initio,299907
4.0,43922652.0,0.25,ferromagnetic resonance,299907
5.0,33267525.0,0.25,van der waals surface,299907
0.0,71924100.0,0.043410852713178294,medicine,394130
1.0,153911025.0,0.10780487804878049,molecular biology,394130
2.0,2778324911.0,0.14520098441345367,ovary,394130
3.0,150194340.0,0.0851063829787234,gene expression,394130
4.0,22517002.0,0.12,acvr2b,394130
5.0,2776667301.0,0.125,hsf1,394130
0.0,121332964.0,0.22799295774647887,physics,216691
1.0,12554922.0,0.13785644051130777,biophysics,216691
2.0,60799052.0,0.03636363636363636,electric field,216691
3.0,19655278.0,0.0379746835443038,bacterial cell structure,216691
4.0,45472230.0,0.10526315789473684,cytokinesis,216691
5.0,2910937225.0,0.3333333333333333,leptospira interrogans serovar canicola,216691
0.0,86803240.0,0.048669695003244584,biology,129298
1.0,502942594.0,0.1714285714285714,cancer research,129298
2.0,11960822.0,0.07765567765567766,phosphorylation,129298
3.0,20418707.0,0.08333333333333333,microtubule,129298
4.0,59006786.0,0.06521739130434782,kinesin,129298
5.0,98490376.0,0.33620689655172414,mtorc1,129298
0.0,41008148.0,0.08781127129750982,computer science,158971
1.0,49040817.0,0.07123850991775518,optoelectronics,158971
2.0,133386390.0,0.07328677950053261,dielectric,158971
3.0,2777441419.0,0.05539445628997868,process window,158971
4.0,177409738.0,0.24989247311827958,multiple patterning,158971
5.0,163581340.0,0.30000000000000004,next generation lithography,158971
0.0,205649164.0,0.4166666666666667,geography,666050
1.0,90856448.0,0.2857142857142857,zoology,666050
2.0,188382862.0,0.15625,predation,666050
3.0,2779231127.0,0.17647058823529413,viperidae,666050
4.0,2909105723.0,0.3333333333333333,crotalus scutulatus,666050
5.0,161894630.0,0.8,vicariance,666050
0.0,185592680.0,0.16666666666666663,chemistry,141668
1.0,12554922.0,0.1614906832298137,biophysics,141668
2.0,552990157.0,0.09433962264150944,dna,141668
3.0,10853874.0,0.1,genetic code,141668
4.0,59006786.0,0.2,kinesin,141668
5.0,113629113.0,0.56,lac repressor,141668
0.0,86803240.0,0.4411764705882353,biology,632816
1.0,136229726.0,0.14634146341463414,biomedical engineering,632816
2.0,2779959927.0,0.07905982905982907,skeletal muscle,632816
3.0,102747710.0,0.05714285714285714,endosome,632816
4.0,163952510.0,0.1,cell fate determination,632816
5.0,92477616.0,0.2,phd finger,632816
0.0,144133560.0,0.12299465240641712,business,471226
1.0,108827166.0,0.13770053475935828,internet privacy,471226
2.0,518677369.0,0.05806451612903226,social media,471226
3.0,2779610281.0,0.07317073170731707,public sphere,471226
4.0,59732488.0,0.3333333333333333,visual analytics,471226
0.0,121332964.0,0.2974624060150376,physics,170181
1.0,44870925.0,0.23159636062861866,astrophysics,170181
2.0,98444146.0,0.07280453257790367,galaxy,170181
3.0,33024259.0,0.05831810774776554,redshift,170181
4.0,69672822.0,0.11270491803278687,reionization,170181
5.0,438757.0,0.16666666666666666,dwarf spheroidal galaxy,170181
0.0,121332964.0,0.09420065606238781,physics,205621
1.0,120665830.0,0.023939280826178924,optics,205621
2.0,150846664.0,0.04422273621707459,stars,205621
3.0,89108925.0,0.05734463276836158,luminous infrared galaxy,205621
4.0,2778716715.0,0.05952380952380952,james clerk maxwell telescope,205621
5.0,2778336740.0,0.10125448028673835,extragalactic background light,205621
0.0,86803240.0,0.13257575757575757,biology,19317
1.0,169760540.0,0.14682539682539686,neuroscience,19317
2.0,529278444.0,0.1,central nervous system,19317
3.0,2779144063.0,0.07692307692307693,amygdala,19317
4.0,187541742.0,0.10714285714285714,postsynaptic density,19317
5.0,2779979206.0,0.4,dna methyltransferase,19317
0.0,86803240.0,0.040178571428571425,biology,66000
1.0,71240020.0,0.23235294117647057,stereochemistry,66000
2.0,35753019.0,0.11363636363636365,total synthesis,66000
3.0,146686406.0,0.10119047619047619,enantioselective synthesis,66000
4.0,134195300.0,0.4722222222222222,stereocenter,66000
5.0,120811665.0,0.6666666666666666,carboxylesterase 1,66000
0.0,185592680.0,0.5833333333333334,chemistry,444468
1.0,159985019.0,0.8571428571428571,composite material,444468
2.0,30080830.0,0.16129032258064516,graphene,444468
3.0,2779212583.0,0.42857142857142855,graphite oxide,444468
4.0,2777496208.0,0.5,mesoporous silica,444468
0.0,121332964.0,0.5434782608695652,physics,150209
1.0,184779094.0,0.4672619047619047,atomic physics,150209
2.0,506670242.0,0.1058282208588957,standard model,150209
3.0,2780715337.0,0.15320910973084886,tevatron,150209
4.0,125277925.0,0.4,potential energy surface,150209
5.0,47833936.0,0.42857142857142855,diffusion monte carlo,150209
0.0,41008148.0,0.3333333333333333,computer science,136506
1.0,171250308.0,0.5244755244755245,nanotechnology,136506
2.0,513720949.0,0.19393939393939394,carbon nanotube,136506
3.0,2777619693.0,0.34146341463414637,nanotube,136506
4.0,90291627.0,0.375,optical properties of carbon nanotubes,136506
5.0,11918236.0,1.0,short channel effect,136506
0.0,41008148.0,0.11230158730158724,computer science,142064
1.0,31972630.0,0.07376185458377238,computer vision,142064
2.0,5119721.0,0.021108179419525065,quality of service,142064
3.0,78548338.0,0.0582092787975141,data compression,142064
4.0,26490066.0,0.07272139625080802,circuit extraction,142064
5.0,1828471.0,0.25,freedom of mobile multimedia access,142064
0.0,41008148.0,0.30000000000000004,computer science,219489
1.0,154945302.0,0.2592592592592593,artificial intelligence,219489
2.0,198809072.0,0.16666666666666666,lens,219489
3.0,106165642.0,0.25,dead reckoning,219489
4.0,65401140.0,0.5,robot control,219489
5.0,2984145774.0,0.6666666666666666,end user software engineering,219489
0.0,86803240.0,0.2873563218390805,biology,689328
1.0,12554922.0,0.12153038259564891,biophysics,689328
2.0,120882062.0,0.09859154929577464,permeability,689328
3.0,26375932.0,0.04,growth factor receptor,689328
4.0,23440912.0,0.09090909090909091,ror1,689328
5.0,50568624.0,0.25,discoidin domain containing receptor 2,689328
0.0,41008148.0,0.030303030303030304,computer science,146572
1.0,70410870.0,0.10714285714285714,clinical psychology,146572
2.0,28858896.0,0.04664528201015771,special education,146572
3.0,2780732545.0,0.09478260869565218,response to intervention,146572
4.0,2986817661.0,0.25,research methodology,146572
5.0,55762236.0,0.0,curriculum based measurement,146572
0.0,15744967.0,0.2952380952380953,psychology,2101
1.0,77805123.0,0.2631578947368421,social psychology,2101
2.0,89600930.0,0.08,segmentation,2101
3.0,86658582.0,0.16666666666666666,social cognition,2101
4.0,170320452.0,0.25,social neuroscience,2101
0.0,185592680.0,0.0,chemistry,139536
1.0,178790620.0,0.0,organic chemistry,139536
3.0,2992281240.0,0.0,acid catalyzed,139536
5.0,2909048759.0,0.0,diol dehydrase,139536
0.0,205649164.0,0.08333333333333333,geography,182573
1.0,136764020.0,0.25,world wide web,182573
2.0,41365986.0,0.08,level of detail,182573
3.0,35861506.0,0.14285714285714285,stereo cameras,182573
4.0,41138395.0,0.5,posix threads,182573
5.0,55830036.0,0.25,cave automatic virtual environment,182573
0.0,41008148.0,0.4066776958941194,computer science,429457
1.0,11413529.0,0.14149280047017337,algorithm,429457
2.0,44291984.0,0.051111111111111114,question answering,429457
3.0,137105694.0,0.06792207792207793,local consistency,429457
4.0,40687702.0,0.15384615384615385,vertex cover,429457
5.0,116058348.0,0.2222222222222222,universal hashing,429457
0.0,185592680.0,0.1843137254901961,chemistry,135315
1.0,12554922.0,0.1345158906134516,biophysics,135315
2.0,43413837.0,0.13542123394926403,chaperone,135315
3.0,68991219.0,0.08045977011494253,hsp70,135315
4.0,2775932338.0,0.06707317073170732,hsp90,135315
5.0,1278785.0,0.25,methyl accepting chemotaxis protein,135315
0.0,71924100.0,0.24537037037037035,medicine,248070
1.0,99454951.0,0.12272727272727271,environmental health,248070
2.0,127454912.0,0.07863849765258216,cost benefit analysis,248070
3.0,83864248.0,0.2424242424242424,developing country,248070
4.0,2781034427.0,1.0,malaria vaccine,248070
5.0,46299933.0,0.3333333333333333,child mortality,248070
0.0,86803240.0,0.21176470588235297,biology,144057
1.0,18903297.0,0.22142857142857142,ecology,144057
2.0,2908647359.0,0.21220159151193635,population,144057
3.0,57520943.0,0.09523809523809523,sex ratio,144057
4.0,2776809993.0,0.5555555555555556,sistrurus,144057
5.0,2777124940.0,1.0,inbreeding avoidance,144057
0.0,86803240.0,0.09259259259259256,biology,51202
1.0,169760540.0,0.07356412273800156,neuroscience,51202
2.0,62478195.0,0.06625727213962508,signal transduction,51202
3.0,2780496858.0,0.10638297872340426,olfactory bulb,51202
4.0,2777542384.0,0.16632928475033737,subventricular zone,51202
5.0,2779944939.0,0.2,survival of motor neuron,51202
0.0,71924100.0,0.6238859180035651,medicine,530389
1.0,134018914.0,0.17623546511627908,endocrinology,530389
2.0,2781017439.0,0.1018291687081496,traumatic brain injury,530389
3.0,25498285.0,0.0757918552036199,neuroprotection,530389
4.0,84606932.0,0.09836065573770492,estrogen receptor,530389
5.0,13591479.0,0.125,mitochondrial permeability transition pore,530389
0.0,71924100.0,0.8780487804878049,medicine,406292
1.0,502942594.0,0.3918918918918919,cancer research,406292
2.0,2778690821.0,0.48823529411764705,cytokine,406292
3.0,86339819.0,0.25,transcription factor,406292
4.0,2777003663.0,0.6666666666666666,stat1,406292
5.0,2779385430.0,0.75,cobimetinib,406292
0.0,17744445.0,0.1935483870967742,political science,186031
1.0,73283319.0,0.16007905138339923,financial system,186031
2.0,68062652.0,0.10638297872340426,social capital,186031
3.0,71387314.0,0.2,non performing loan,186031
4.0,165339153.0,0.4,non conforming loan,186031
5.0,22714642.0,1.0,capital consumption allowance,186031
0.0,41008148.0,0.2381137453037958,computer science,446401
1.0,80444323.0,0.11691810344827586,theoretical computer science,446401
2.0,2778692605.0,0.04424778761061947,joins,446401
3.0,157125643.0,0.13541666666666666,block code,446401
4.0,78944582.0,0.2857142857142857,concatenated error correction code,446401
5.0,108509264.0,0.09523809523809523,expander code,446401
0.0,33923547.0,0.037037037037037035,mathematics,183769
1.0,178980831.0,0.11291866028708132,pattern recognition,183769
2.0,518677369.0,0.053361344537815124,social media,183769
3.0,2777346527.0,0.15047619047619049,trecvid,183769
4.0,54907487.0,0.10526315789473684,variable order markov model,183769
5.0,196956702.0,0.2,maximum entropy markov model,183769
0.0,71924100.0,0.3333333333333333,medicine,137725
1.0,95444343.0,0.17582417582417587,cell biology,137725
2.0,28328180.0,0.19047619047619047,stem cell,137725
3.0,30481170.0,0.14285714285714285,chromosome,137725
4.0,29537977.0,0.2,cell cycle,137725
5.0,2779148672.0,0.5,reference genes,137725
0.0,41008148.0,0.07894736842105265,computer science,417390
1.0,124101348.0,0.1746031746031746,data mining,417390
2.0,113200698.0,0.05925925925925926,scheduling,417390
3.0,11066294.0,0.1111111111111111,business rule,417390
4.0,178481205.0,0.5,constraint graph,417390
5.0,172722865.0,0.3333333333333333,spatial query,417390
0.0,185592680.0,0.3666666666666667,chemistry,142827
1.0,95444343.0,0.23333333333333336,cell biology,142827
2.0,85551212.0,0.07142857142857142,ligand,142827
3.0,195687474.0,0.08333333333333333,integrin,142827
4.0,2993400109.0,0.28985507246376807,actin cytoskeleton,142827
5.0,560191.0,0.09090909090909091,peripheral membrane protein,142827
0.0,192562407.0,0.33974358974358976,materials science,373583
1.0,191897082.0,0.6666666666666666,metallurgy,373583
2.0,2781448156.0,0.21666666666666665,coating,373583
3.0,56200935.0,0.3558823529411765,nozzle,373583
4.0,94232707.0,0.2857142857142857,plasma transferred wire arc thermal spraying,373583
5.0,130007353.0,1.0,syngas to gasoline plus,373583
0.0,121332964.0,0.049569707401032725,physics,187867
1.0,26873012.0,0.10590182018753452,condensed matter physics,187867
2.0,152568617.0,0.05357142857142857,neutron,187867
3.0,201665358.0,0.06434291954859847,heisenberg model,187867
4.0,2778652916.0,0.08450704225352113,variational monte carlo,187867
5.0,184113097.0,0.5,composite fermion,187867
0.0,185592680.0,0.28787878787878785,chemistry,139255
1.0,159985019.0,0.1875,composite material,139255
2.0,107406667.0,0.09090909090909091,resonance,139255
3.0,7055690.0,0.08108108108108109,dynamic mechanical analysis,139255
4.0,2776503031.0,0.3333333333333333,zinc dithiophosphate,139255
5.0,43826995.0,0.2857142857142857,atomic force acoustic microscopy,139255
0.0,71924100.0,0.2032967032967033,medicine,517054
1.0,70410870.0,0.18604651162790697,clinical psychology,517054
2.0,179454799.0,0.05761455525606469,ethnography,517054
3.0,2777022163.0,0.2,welfare reform,517054
4.0,101615574.0,0.25,income protection insurance,517054
5.0,2777563849.0,1.0,multiple sex partners,517054
0.0,15744967.0,0.2857142857142857,psychology,140336
1.0,70410870.0,0.35,clinical psychology,140336
2.0,2779995187.0,0.06172839506172839,posttraumatic growth,140336
3.0,78085059.0,0.2,ejection fraction,140336
4.0,170760736.0,1.0,agreeableness,140336
0.0,39432304.0,0.1394335511982571,environmental science,248768
1.0,191897082.0,0.13157894736842105,metallurgy,248768
2.0,502230775.0,0.05333333333333333,arsenic,248768
3.0,2777764464.0,0.1074074074074074,arsenate,248768
4.0,2779471666.0,0.3333333333333333,birnessite,248768
0.0,86803240.0,0.32105263157894737,biology,68627
1.0,98274493.0,0.18181818181818182,pharmacology,68627
2.0,2781161787.0,0.1111111111111111,hippocampus,68627
3.0,160539049.0,0.109375,neurotrophic factors,68627
4.0,185856081.0,0.23076923076923078,glial cell line derived neurotrophic factor,68627
5.0,2777603835.0,0.8571428571428571,neurturin,68627
0.0,86803240.0,0.7777777777777778,biology,173033
1.0,55493867.0,0.9230769230769231,biochemistry,173033
2.0,2780827179.0,1.0,retinal,173033
3.0,189542057.0,0.7142857142857143,bacteriorhodopsin,173033
4.0,183456188.0,0.2857142857142857,proteorhodopsin,173033
5.0,46522908.0,1.0,groes,173033
0.0,185592680.0,0.23529411764705888,chemistry,66748
1.0,147597530.0,0.2042341220423412,computational chemistry,66748
2.0,96350342.0,0.16666666666666666,cope rearrangement,66748
3.0,84083412.0,0.17391304347826086,prins reaction,66748
4.0,196647687.0,0.5,oxocarbenium,66748
5.0,2778593322.0,1.0,ring closing metathesis,66748
0.0,185592680.0,0.4384920634920635,chemistry,238865
1.0,13965031.0,0.15432098765432098,nuclear chemistry,238865
2.0,523546767.0,0.09329710144927536,bacteria,238865
3.0,82844589.0,0.176759410801964,uraninite,238865
4.0,2780750100.0,0.16527777777777777,n nitrosodimethylamine,238865
5.0,2908971835.0,1.0,desulfotomaculum reducens,238865
0.0,205649164.0,0.18181818181818182,geography,294594
1.0,49204034.0,0.17386489479512734,climatology,294594
2.0,74902906.0,0.05357142857142857,radiative transfer,294594
3.0,50477045.0,0.1406926406926407,surface runoff,294594
4.0,154936535.0,0.3,hydrograph,294594
5.0,2992399721.0,1.0,glacier melt,294594
0.0,86803240.0,0.0748936170212766,biology,230234
1.0,29456083.0,0.12963581690611428,gynecology,230234
2.0,54847362.0,0.037383177570093455,nephrology,230234
3.0,2778653478.0,0.09523809523809523,kidney disease,230234
4.0,2775910329.0,0.1111111111111111,cystectomy,230234
5.0,2908679343.0,1.0,allelic imbalance,230234
0.0,39432304.0,0.047619047619047616,environmental science,222078
1.0,44870925.0,0.017477562588568696,astrophysics,222078
2.0,98444146.0,0.45542806707855255,galaxy,222078
3.0,63585750.0,0.05983986514959966,spiral galaxy,222078
4.0,160147972.0,0.14795918367346939,galaxy group,222078
5.0,165641701.0,0.3438914027149321,peculiar galaxy,222078
0.0,33923547.0,0.1253744116388532,mathematics,147720
1.0,66938386.0,0.14356087262491202,structural engineering,147720
2.0,168834538.0,0.07004311509244351,beam,147720
3.0,85476182.0,0.10854231974921631,buckling,147720
4.0,2779534744.0,0.10714285714285714,reinforced concrete column,147720
5.0,2775856024.0,1.0,ethyl acrylate,147720
0.0,192562407.0,0.09935897435897434,materials science,466299
1.0,171250308.0,0.32592592592592595,nanotechnology,466299
2.0,66251956.0,0.18181818181818182,sensor array,466299
3.0,106847996.0,0.20588235294117646,surface plasmon resonance,466299
4.0,60051492.0,0.16666666666666666,integrated nanoliter system,466299
5.0,2994255615.0,0.6,surface plasmon resonance sensor,466299
0.0,15744967.0,0.26666666666666666,psychology,134953
1.0,56739046.0,0.18452380952380953,knowledge management,134953
2.0,198439703.0,0.0606060606060606,computer supported cooperative work,134953
3.0,15151743.0,0.375,metagenomics,134953
4.0,2776397876.0,0.5384615384615384,cyberinfrastructure,134953
