Decade,Level,FieldOfStudyId,FieldOfStudyFrac,NormalizedName,PID
1.0,0.0,86803240.0,0.8,biology,544343
2.0,0.0,86803240.0,0.6666666666666666,biology,544343
1.0,1.0,95444343.0,0.3333333333333333,cell biology,544343
2.0,1.0,95444343.0,0.2361111111111111,cell biology,544343
1.0,2.0,2778163477.0,0.25,cholesterol,544343
1.0,3.0,175656101.0,0.14705882352941177,chinese hamster ovary cell,544343
1.0,4.0,2778552423.0,0.35714285714285715,npc1,544343
1.0,5.0,112446052.0,0.5,insulin receptor,544343
2.0,2.0,28328180.0,0.20192307692307693,stem cell,544343
2.0,3.0,198826908.0,0.10101010101010101,mesenchymal stem cell,544343
2.0,4.0,122927707.0,0.18571428571428572,adipogenesis,544343
2.0,5.0,143948831.0,0.0784313725490196,embryoid body,544343
1.0,0.0,185592680.0,0.5333333333333333,chemistry,377076
2.0,0.0,185592680.0,0.40540540540540543,chemistry,377076
1.0,1.0,12554922.0,0.4,biophysics,377076
2.0,1.0,12554922.0,0.18,biophysics,377076
1.0,2.0,84416704.0,0.17073170731707318,adhesion,377076
1.0,3.0,85789140.0,0.13953488372093023,cell adhesion,377076
1.0,4.0,56701166.0,0.1,p selectin,377076
2.0,2.0,41625074.0,0.04838709677419355,membrane,377076
2.0,3.0,192157962.0,0.0707070707070707,bilayer,377076
2.0,4.0,107459253.0,0.1875,induced pluripotent stem cell,377076
2.0,5.0,23416140.0,0.2,kosr,377076
1.0,0.0,17744445.0,0.2222222222222222,political science,473547
1.0,1.0,1276947.0,0.16666666666666666,astronomy,473547
1.0,2.0,59427239.0,0.1111111111111111,natural gas,473547
1.0,3.0,166047926.0,0.5,intelligence quotient,473547
1.0,0.0,86803240.0,0.9090909090909091,biology,628841
2.0,0.0,86803240.0,0.8863636363636364,biology,628841
1.0,1.0,59822182.0,0.3333333333333333,botany,628841
1.0,2.0,104317684.0,0.22727272727272727,gene,628841
1.0,3.0,86339819.0,0.1111111111111111,transcription factor,628841
1.0,4.0,2779491563.0,0.2692307692307692,arabidopsis,628841
2.0,4.0,2779491563.0,0.3076923076923077,arabidopsis,628841
1.0,5.0,120858795.0,0.16666666666666666,silique,628841
2.0,1.0,95444343.0,0.3230769230769231,cell biology,628841
2.0,2.0,77076574.0,0.056818181818181816,giant cell,628841
2.0,3.0,85813293.0,0.08080808080808081,cell division,628841
2.0,5.0,145226528.0,0.30434782608695654,endoreduplication,628841
1.0,0.0,192562407.0,0.5454545454545454,materials science,717700
2.0,0.0,192562407.0,0.9545454545454546,materials science,717700
1.0,1.0,188027245.0,0.19047619047619047,polymer chemistry,717700
1.0,2.0,84416704.0,0.1,adhesion,717700
1.0,3.0,108657112.0,0.2222222222222222,foreign body giant cell,717700
1.0,4.0,2909279344.0,0.3333333333333333,macrophage fusion,717700
1.0,5.0,164144092.0,1.0,vitronectin,717700
2.0,1.0,159985019.0,0.3870967741935484,composite material,717700
2.0,2.0,2777557983.0,0.1875,lamination,717700
2.0,3.0,108406538.0,0.125,anti reflective coating,717700
1.0,0.0,15744967.0,0.6470588235294118,psychology,670608
1.0,1.0,138496976.0,0.2,developmental psychology,670608
1.0,2.0,3020255362.0,0.05333333333333334,physical activity,670608
2.0,2.0,3020255362.0,0.1037037037037037,physical activity,670608
1.0,3.0,2780221984.0,0.075,body mass index,670608
1.0,4.0,34320749.0,0.3333333333333333,weight management,670608
2.0,4.0,34320749.0,0.2222222222222222,weight management,670608
2.0,0.0,71924100.0,0.6363636363636364,medicine,670608
2.0,1.0,74909509.0,0.23809523809523808,gerontology,670608
2.0,3.0,185618831.0,0.12727272727272726,health promotion,670608
2.0,5.0,2778091340.0,1.0,quality of life research,670608
1.0,0.0,185592680.0,0.37037037037037035,chemistry,147331
2.0,0.0,185592680.0,0.4782608695652174,chemistry,147331
1.0,1.0,115704247.0,0.2564102564102564,analytical chemistry,147331
1.0,2.0,75673492.0,0.07865168539325842,flow,147331
1.0,3.0,172120300.0,0.14583333333333334,volumetric flow rate,147331
1.0,4.0,51884965.0,0.14285714285714285,chemical ionization,147331
1.0,5.0,71717297.0,1.0,primary flow element,147331
2.0,1.0,43617362.0,0.3333333333333333,chromatography,147331
2.0,2.0,162356407.0,0.07777777777777778,mass spectrometry,147331
2.0,3.0,2776529397.0,0.1111111111111111,stator,147331
2.0,4.0,2994139417.0,0.23076923076923078,fluidic channel,147331
1.0,0.0,41008148.0,0.5454545454545454,computer science,425300
2.0,0.0,41008148.0,0.5789473684210527,computer science,425300
1.0,1.0,31972630.0,0.2631578947368421,computer vision,425300
1.0,2.0,104293457.0,0.10526315789473684,imaging phantom,425300
1.0,3.0,2780092901.0,0.15789473684210525,correlation coefficient,425300
1.0,4.0,2777693668.0,0.3333333333333333,deblurring,425300
2.0,1.0,154945302.0,0.25806451612903225,artificial intelligence,425300
2.0,2.0,135252773.0,0.056179775280898875,inverse problem,425300
2.0,3.0,89106044.0,0.08333333333333333,likelihood function,425300
2.0,4.0,35594927.0,0.16666666666666666,efficient estimator,425300
2.0,5.0,20694158.0,0.5,temporal anti aliasing,425300
1.0,0.0,192562407.0,0.9047619047619048,materials science,143725
2.0,0.0,192562407.0,0.95,materials science,143725
1.0,1.0,49040817.0,0.5,optoelectronics,143725
2.0,1.0,49040817.0,0.4418604651162791,optoelectronics,143725
1.0,2.0,17525397.0,0.09210526315789473,electrode,143725
1.0,3.0,91614233.0,0.1702127659574468,organic solar cell,143725
2.0,3.0,91614233.0,0.15748031496062992,organic solar cell,143725
1.0,4.0,58842153.0,0.15,hybrid solar cell,143725
1.0,5.0,99903730.0,1.0,organic field effect transistor,143725
2.0,2.0,41291067.0,0.03968253968253968,photovoltaic system,143725
2.0,4.0,136676167.0,0.11764705882352941,surface plasmon,143725
2.0,5.0,10165471.0,0.3333333333333333,localized surface plasmon,143725
1.0,0.0,192562407.0,0.8389830508474576,materials science,188374
2.0,0.0,192562407.0,0.5526315789473685,materials science,188374
1.0,1.0,49040817.0,0.46153846153846156,optoelectronics,188374
2.0,1.0,49040817.0,0.46551724137931033,optoelectronics,188374
1.0,2.0,75302062.0,0.17167381974248927,photonic crystal,188374
1.0,3.0,31511573.0,0.06624605678233439,waveguide,188374
1.0,4.0,119423029.0,0.14705882352941177,silicon photonics,188374
1.0,5.0,148582644.0,0.4523809523809524,microstructured optical fiber,188374
2.0,2.0,97126364.0,0.08395989974937343,resonator,188374
2.0,3.0,2778965693.0,0.07006369426751592,optomechanics,188374
2.0,4.0,74939445.0,0.1391304347826087,cavity quantum electrodynamics,188374
2.0,5.0,160919093.0,0.13793103448275862,mode volume,188374
1.0,0.0,86803240.0,1.0,biology,160184
2.0,0.0,86803240.0,0.96,biology,160184
1.0,1.0,95444343.0,0.37037037037037035,cell biology,160184
1.0,2.0,28328180.0,0.09523809523809523,stem cell,160184
1.0,3.0,143425029.0,0.11363636363636363,dna damage,160184
1.0,4.0,137756551.0,0.1111111111111111,immunoglobulin class switching,160184
1.0,5.0,40000846.0,0.06666666666666667,spliceosome,160184
2.0,1.0,54355233.0,0.21951219512195122,genetics,160184
2.0,2.0,62478195.0,0.1111111111111111,signal transduction,160184
2.0,3.0,83640560.0,0.19736842105263158,chromatin,160184
2.0,4.0,2780561631.0,0.1320754716981132,sirtuin,160184
2.0,5.0,2777595374.0,0.175,sirt6,160184
1.0,0.0,192562407.0,0.42857142857142855,materials science,156087
1.0,1.0,120665830.0,0.32558139534883723,optics,156087
1.0,2.0,67649825.0,0.125,microscope,156087
1.0,3.0,35138650.0,0.12,x ray microscope,156087
1.0,4.0,2781127894.0,0.14285714285714285,national synchrotron light source,156087
1.0,5.0,2910875562.0,0.25,influenza c virus,156087
2.0,0.0,86803240.0,0.6794871794871795,biology,156087
2.0,1.0,55493867.0,0.2818181818181818,biochemistry,156087
2.0,2.0,552990157.0,0.11016949152542373,dna,156087
2.0,3.0,23265538.0,0.0855614973262032,atpase,156087
2.0,4.0,101635128.0,0.15172413793103448,aaa proteins,156087
2.0,5.0,2909385964.0,0.10294117647058823,phage shock,156087
1.0,0.0,185592680.0,0.8888888888888888,chemistry,159018
2.0,0.0,185592680.0,0.5245901639344263,chemistry,159018
1.0,1.0,71240020.0,0.4358974358974359,stereochemistry,159018
1.0,2.0,181199279.0,0.15,enzyme,159018
2.0,2.0,181199279.0,0.13654618473895583,enzyme,159018
1.0,3.0,196032511.0,0.10810810810810811,glycoside hydrolase,159018
2.0,3.0,196032511.0,0.07474226804123711,glycoside hydrolase,159018
1.0,4.0,2909114263.0,0.2222222222222222,streptomyces plicatus,159018
1.0,5.0,2780675810.0,0.4,o linked β n acetylglucosamine,159018
2.0,1.0,55493867.0,0.4506172839506173,biochemistry,159018
2.0,4.0,2775880066.0,0.07086614173228346,threonine,159018
2.0,5.0,2910642691.0,0.18181818181818182,mannosidases,159018
1.0,0.0,192562407.0,0.9642857142857143,materials science,148639
2.0,0.0,192562407.0,0.75,materials science,148639
1.0,1.0,159985019.0,0.29545454545454547,composite material,148639
1.0,2.0,194760766.0,0.06451612903225806,nitride,148639
1.0,3.0,42338107.0,0.10606060606060606,substrate,148639
1.0,4.0,7770020.0,0.2727272727272727,electron beam physical vapor deposition,148639
1.0,5.0,25356406.0,0.25,polysilicon depletion effect,148639
2.0,1.0,49040817.0,0.35555555555555557,optoelectronics,148639
2.0,2.0,179428855.0,0.06611570247933884,microscale chemistry,148639
2.0,3.0,50213807.0,0.07142857142857142,ommatidium,148639
2.0,4.0,2781196758.0,0.6923076923076923,stretchable electronics,148639
2.0,5.0,152909973.0,0.6666666666666666,time dependent gate oxide breakdown,148639
1.0,0.0,86803240.0,0.6,biology,154176
2.0,0.0,86803240.0,0.6666666666666666,biology,154176
1.0,1.0,126322002.0,0.36363636363636365,internal medicine,154176
1.0,2.0,673006.0,0.09090909090909091,bone resorption,154176
1.0,3.0,539436888.0,0.14285714285714285,testosterone,154176
1.0,4.0,2781049005.0,0.14285714285714285,epristeride,154176
1.0,5.0,43759708.0,1.0,dna fragmentation,154176
2.0,1.0,95444343.0,0.4,cell biology,154176
2.0,2.0,118131993.0,0.25,transforming growth factor,154176
2.0,3.0,137620995.0,0.5,wnt signaling pathway,154176
2.0,4.0,170320316.0,0.3333333333333333,lrp6,154176
2.0,5.0,18990340.0,0.25,macf1,154176
1.0,0.0,15744967.0,0.8333333333333334,psychology,33509
2.0,0.0,15744967.0,1.0,psychology,33509
1.0,1.0,138496976.0,0.25,developmental psychology,33509
1.0,2.0,100660578.0,0.17647058823529413,recall,33509
1.0,3.0,88576662.0,0.17647058823529413,episodic memory,33509
1.0,4.0,76679254.0,0.25,context dependent memory,33509
1.0,5.0,59612404.0,0.5,eyewitness memory,33509
2.0,1.0,180747234.0,0.45,cognitive psychology,33509
2.0,2.0,159423971.0,0.09259259259259259,associative property,33509
2.0,3.0,53442348.0,0.1724137931034483,content addressable memory,33509
2.0,4.0,27853696.0,0.14285714285714285,interference theory,33509
2.0,5.0,19479481.0,0.3333333333333333,modality effect,33509
1.0,0.0,41008148.0,0.6666666666666666,computer science,172240
2.0,0.0,41008148.0,0.8571428571428571,computer science,172240
1.0,1.0,154945302.0,0.2962962962962963,artificial intelligence,172240
1.0,2.0,155512373.0,0.125,residual,172240
1.0,3.0,156872377.0,0.34375,matching pursuit,172240
1.0,4.0,116709606.0,0.2,algorithmic efficiency,172240
1.0,5.0,130811719.0,1.0,shannon fano coding,172240
2.0,1.0,49774154.0,0.3548387096774194,multimedia,172240
2.0,2.0,186967261.0,0.10416666666666667,mobile device,172240
2.0,3.0,161765866.0,0.2,codec,172240
2.0,4.0,127353759.0,0.18181818181818182,mobile database,172240
2.0,5.0,95273629.0,0.2,framing,172240
1.0,0.0,86803240.0,0.6551724137931034,biology,738616
2.0,0.0,86803240.0,0.9333333333333333,biology,738616
1.0,1.0,153911025.0,0.23684210526315788,molecular biology,738616
1.0,2.0,104317684.0,0.24074074074074073,gene,738616
1.0,3.0,150194340.0,0.09302325581395349,gene expression,738616
1.0,4.0,18431079.0,0.11538461538461539,gene expression profiling,738616
2.0,4.0,18431079.0,0.06,gene expression profiling,738616
1.0,5.0,122060243.0,0.16666666666666666,snp array,738616
2.0,1.0,502942594.0,0.3333333333333333,cancer research,738616
2.0,2.0,121608353.0,0.22666666666666666,cancer,738616
2.0,3.0,555283112.0,0.07142857142857142,carcinogenesis,738616
2.0,5.0,2781018059.0,0.10810810810810811,oncogene,738616
1.0,0.0,86803240.0,1.0,biology,668114
2.0,0.0,86803240.0,0.9651162790697675,biology,668114
1.0,1.0,59822182.0,0.2608695652173913,botany,668114
2.0,1.0,59822182.0,0.3360655737704918,botany,668114
1.0,2.0,104317684.0,0.13333333333333333,gene,668114
2.0,2.0,104317684.0,0.08040201005025126,gene,668114
1.0,3.0,193252679.0,0.10526315789473684,phylogenetic tree,668114
1.0,4.0,24432333.0,0.08,whole genome sequencing,668114
1.0,5.0,2779553184.0,0.18181818181818182,tospovirus,668114
2.0,3.0,109110057.0,0.0611353711790393,plant virus,668114
2.0,4.0,204241405.0,0.09154929577464789,transformation,668114
2.0,5.0,2776063111.0,0.06818181818181818,potyviridae,668114
1.0,0.0,192562407.0,0.5604395604395604,materials science,188303
2.0,0.0,192562407.0,0.5714285714285714,materials science,188303
1.0,1.0,120665830.0,0.5319148936170213,optics,188303
2.0,1.0,120665830.0,0.8235294117647058,optics,188303
1.0,2.0,200687136.0,0.11621621621621622,waveguide,188303
1.0,3.0,31511573.0,0.11659192825112108,waveguide,188303
1.0,4.0,50831002.0,0.07894736842105263,optical modulation amplitude,188303
1.0,5.0,78634431.0,0.22727272727272727,phosfos,188303
2.0,2.0,2777813233.0,0.12121212121212122,grating,188303
2.0,3.0,126753812.0,0.4,diffraction grating,188303
2.0,4.0,1363856.0,0.3333333333333333,blazed grating,188303
2.0,5.0,52242126.0,0.5,electromagnetically induced grating,188303
1.0,0.0,86803240.0,0.5,biology,445394
1.0,1.0,502942594.0,0.3157894736842105,cancer research,445394
2.0,1.0,502942594.0,0.31746031746031744,cancer research,445394
1.0,2.0,28859421.0,0.13636363636363635,mitochondrion,445394
1.0,3.0,2777658100.0,0.14583333333333334,melanoma,445394
1.0,4.0,16318435.0,0.12,mutagenesis,445394
1.0,5.0,192245184.0,0.5,upstream activating sequence,445394
2.0,0.0,71924100.0,0.6,medicine,445394
2.0,2.0,121608353.0,0.11764705882352941,cancer,445394
2.0,3.0,190283241.0,0.08333333333333333,apoptosis,445394
2.0,4.0,2779707156.0,0.07228915662650602,growth inhibition,445394
2.0,5.0,33195913.0,0.13636363636363635,xiap,445394
1.0,0.0,86803240.0,0.8571428571428571,biology,225398
1.0,1.0,54355233.0,0.38461538461538464,genetics,225398
1.0,2.0,6929976.0,0.07142857142857142,regulator,225398
1.0,3.0,54458228.0,0.2631578947368421,rna splicing,225398
1.0,4.0,165864922.0,0.18181818181818182,regulation of gene expression,225398
1.0,5.0,194583182.0,0.3333333333333333,alternative splicing,225398
2.0,0.0,71924100.0,0.6111111111111112,medicine,225398
2.0,1.0,142724271.0,0.28125,pathology,225398
2.0,2.0,2776694085.0,0.10810810810810811,chemotherapy,225398
2.0,3.0,36394416.0,0.07142857142857142,immunoglobulin light chain,225398
2.0,4.0,2777058707.0,0.08108108108108109,follicular lymphoma,225398
2.0,5.0,2779501447.0,0.4,mast cell leukemia,225398
1.0,0.0,185592680.0,0.56,chemistry,297522
2.0,0.0,185592680.0,0.55,chemistry,297522
1.0,1.0,171250308.0,0.3484848484848485,nanotechnology,297522
2.0,1.0,171250308.0,0.24242424242424243,nanotechnology,297522
1.0,2.0,8673954.0,0.14772727272727273,microfluidics,297522
1.0,3.0,130316041.0,0.10752688172043011,vesicle,297522
1.0,4.0,72918618.0,0.1,niosome,297522
1.0,5.0,2780718992.0,0.25,poly methyl methacrylate,297522
2.0,2.0,185154212.0,0.13432835820895522,liposome,297522
2.0,3.0,2779820397.0,0.10714285714285714,drug delivery,297522
2.0,4.0,13245373.0,0.09523809523809523,drug carrier,297522
2.0,5.0,2778120352.0,0.4,nanoparticle tracking analysis,297522
1.0,0.0,86803240.0,1.0,biology,136713
2.0,0.0,86803240.0,0.8333333333333334,biology,136713
1.0,1.0,153911025.0,0.375,molecular biology,136713
1.0,2.0,3675279.0,0.42857142857142855,protein biosynthesis,136713
1.0,3.0,105580179.0,0.3076923076923077,messenger rna,136713
1.0,4.0,41282012.0,0.13333333333333333,rna binding protein,136713
1.0,5.0,22232683.0,0.09090909090909091,post transcriptional modification,136713
2.0,1.0,95444343.0,0.4444444444444444,cell biology,136713
2.0,2.0,174353785.0,0.2,oskar,136713
2.0,3.0,20418707.0,0.05555555555555555,microtubule,136713
2.0,4.0,2908542605.0,0.10344827586206896,drosophila protein,136713
2.0,5.0,2778890973.0,0.13333333333333333,smaug,136713
1.0,0.0,185592680.0,1.0,chemistry,150567
2.0,0.0,185592680.0,0.8571428571428571,chemistry,150567
1.0,1.0,178790620.0,0.8,organic chemistry,150567
1.0,2.0,2776513503.0,1.0,sesamin,150567
1.0,3.0,2779664164.0,0.5714285714285714,cycloaddition,150567
2.0,1.0,71240020.0,0.25925925925925924,stereochemistry,150567
2.0,2.0,181199279.0,0.19047619047619047,enzyme,150567
2.0,3.0,14430832.0,0.171875,integrase,150567
2.0,4.0,156719811.0,0.44,reverse transcriptase,150567
2.0,5.0,69766542.0,0.26666666666666666,rnase h,150567
1.0,0.0,127413603.0,0.6,engineering,438750
1.0,1.0,57879066.0,0.375,mechanics,438750
2.0,1.0,57879066.0,0.38,mechanics,438750
1.0,2.0,10899652.0,0.07142857142857142,convection,438750
1.0,3.0,11026015.0,0.07142857142857142,computer cooling,438750
1.0,4.0,120498355.0,0.2,19 inch rack,438750
2.0,0.0,192562407.0,0.4,materials science,438750
2.0,2.0,50517652.0,0.1375,heat transfer,438750
2.0,3.0,29700514.0,0.10989010989010989,heat transfer coefficient,438750
2.0,4.0,2779654973.0,0.1702127659574468,synthetic jet,438750
2.0,5.0,130230704.0,0.3333333333333333,nusselt number,438750
1.0,0.0,185592680.0,0.5555555555555556,chemistry,68491
1.0,1.0,120665830.0,0.28865979381443296,optics,68491
2.0,1.0,120665830.0,0.2916666666666667,optics,68491
1.0,2.0,103716073.0,0.04672897196261682,polarization,68491
1.0,3.0,30713254.0,0.19548872180451127,second harmonic generation,68491
2.0,3.0,30713254.0,0.16,second harmonic generation,68491
1.0,4.0,79626270.0,0.20930232558139536,surface second harmonic generation,68491
1.0,5.0,43826995.0,0.3333333333333333,atomic force acoustic microscopy,68491
2.0,0.0,192562407.0,0.38524590163934425,materials science,68491
2.0,2.0,147080431.0,0.05776892430278884,microscopy,68491
2.0,4.0,2909200688.0,0.3,second harmonic generation microscopy,68491
2.0,5.0,116306529.0,0.3333333333333333,quasielastic neutron scattering,68491
1.0,0.0,33923547.0,0.75,mathematics,205056
2.0,0.0,33923547.0,0.7386363636363636,mathematics,205056
1.0,1.0,105795698.0,0.3170731707317073,statistics,205056
2.0,1.0,105795698.0,0.36496350364963503,statistics,205056
1.0,2.0,163175372.0,0.09090909090909091,linear model,205056
1.0,3.0,65778772.0,0.16417910447761194,asymptotic distribution,205056
2.0,3.0,65778772.0,0.0670391061452514,asymptotic distribution,205056
1.0,4.0,196842392.0,0.15,local asymptotic normality,205056
1.0,5.0,162948026.0,1.0,linear predictor function,205056
2.0,2.0,185429906.0,0.07764705882352942,estimator,205056
2.0,4.0,60316415.0,0.11764705882352941,local regression,205056
2.0,5.0,38689907.0,0.15384615384615385,invariant estimator,205056
1.0,0.0,86803240.0,0.875,biology,4512
1.0,1.0,169760540.0,0.8,neuroscience,4512
1.0,2.0,2781161787.0,0.23809523809523808,hippocampus,4512
1.0,3.0,148762608.0,0.15,hippocampal formation,4512
1.0,4.0,2780715579.0,0.2,entorhinal cortex,4512
2.0,0.0,71924100.0,0.5952380952380952,medicine,4512
2.0,1.0,74909509.0,0.14705882352941177,gerontology,4512
2.0,2.0,169900460.0,0.05343511450381679,cognition,4512
2.0,3.0,2779483572.0,0.09803921568627451,dementia,4512
2.0,4.0,2778733324.0,0.21212121212121213,posterior cingulate,4512
2.0,5.0,35605836.0,0.6666666666666666,linkage disequilibrium,4512
1.0,0.0,33923547.0,0.5,mathematics,630778
1.0,1.0,154945302.0,0.391304347826087,artificial intelligence,630778
2.0,1.0,154945302.0,0.35443037974683544,artificial intelligence,630778
1.0,2.0,31487907.0,0.075,polygon mesh,630778
1.0,3.0,39394851.0,0.13636363636363635,inter frame,630778
1.0,4.0,64185310.0,0.14285714285714285,rate distortion theory,630778
1.0,5.0,25694479.0,0.5,segmentation based object categorization,630778
2.0,0.0,41008148.0,0.6086956521739131,computer science,630778
2.0,2.0,9417928.0,0.03759398496240601,image processing,630778
2.0,3.0,124504099.0,0.07563025210084033,image segmentation,630778
2.0,4.0,20479862.0,0.0945945945945946,contourlet,630778
2.0,5.0,73339587.0,0.14285714285714285,stationary wavelet transform,630778
1.0,0.0,192562407.0,0.8571428571428571,materials science,299907
2.0,0.0,192562407.0,0.6285714285714286,materials science,299907
1.0,1.0,26873012.0,0.17857142857142858,condensed matter physics,299907
2.0,1.0,26873012.0,0.23404255319148937,condensed matter physics,299907
1.0,2.0,115624301.0,0.06756756756756757,crystal structure,299907
2.0,2.0,115624301.0,0.07801418439716312,crystal structure,299907
1.0,3.0,183971685.0,0.11904761904761904,ab initio quantum chemistry methods,299907
1.0,4.0,43922652.0,0.25,ferromagnetic resonance,299907
2.0,3.0,2781442258.0,0.2,ab initio,299907
2.0,4.0,31198834.0,0.14285714285714285,inelastic neutron scattering,299907
2.0,5.0,33267525.0,0.25,van der waals surface,299907
1.0,0.0,86803240.0,0.9333333333333333,biology,394130
2.0,0.0,86803240.0,0.9767441860465116,biology,394130
1.0,1.0,95444343.0,0.28,cell biology,394130
2.0,1.0,95444343.0,0.2682926829268293,cell biology,394130
1.0,2.0,62478195.0,0.13043478260869565,signal transduction,394130
1.0,3.0,2777203538.0,0.10638297872340426,granulosa cell,394130
1.0,4.0,2779192323.0,0.16,growth differentiation factor 9,394130
1.0,5.0,5512455.0,0.375,folliculogenesis,394130
2.0,5.0,5512455.0,0.46153846153846156,folliculogenesis,394130
2.0,2.0,2778324911.0,0.18867924528301888,ovary,394130
2.0,3.0,2780536345.0,0.10714285714285714,ovarian follicle,394130
2.0,4.0,164659718.0,0.11940298507462686,conditional gene knockout,394130
1.0,0.0,121332964.0,0.3125,physics,216691
1.0,1.0,12554922.0,0.15555555555555556,biophysics,216691
1.0,2.0,19499675.0,0.05454545454545454,monte carlo method,216691
1.0,3.0,19655278.0,0.0379746835443038,bacterial cell structure,216691
1.0,4.0,37669827.0,0.10526315789473684,monte carlo molecular modeling,216691
1.0,5.0,2910937225.0,0.3333333333333333,leptospira interrogans serovar canicola,216691
2.0,0.0,86803240.0,0.2535211267605634,biology,216691
2.0,1.0,186060115.0,0.07964601769911504,biological system,216691
2.0,2.0,2778033228.0,0.030303030303030304,leptospirosis,216691
2.0,3.0,21821499.0,0.04794520547945205,lattice boltzmann methods,216691
2.0,4.0,2780542935.0,0.1282051282051282,leptospira,216691
2.0,5.0,2776026663.0,0.375,leptospira interrogans,216691
1.0,0.0,86803240.0,0.8695652173913043,biology,129298
2.0,0.0,86803240.0,0.8208955223880597,biology,129298
1.0,1.0,502942594.0,0.3333333333333333,cancer research,129298
1.0,2.0,11960822.0,0.15384615384615385,phosphorylation,129298
1.0,3.0,86554907.0,0.20833333333333334,pi3k akt mtor pathway,129298
2.0,3.0,86554907.0,0.2198581560283688,pi3k akt mtor pathway,129298
1.0,4.0,2779422105.0,0.15217391304347827,tsc2,129298
1.0,5.0,104202773.0,0.16216216216216217,p70 s6 kinase 1,129298
2.0,1.0,95444343.0,0.34285714285714286,cell biology,129298
2.0,2.0,62478195.0,0.14285714285714285,signal transduction,129298
2.0,4.0,75217442.0,0.13333333333333333,protein kinase b,129298
2.0,5.0,98490376.0,0.33620689655172414,mtorc1,129298
1.0,0.0,192562407.0,0.7798165137614679,materials science,158971
2.0,0.0,192562407.0,0.7653061224489796,materials science,158971
